id,question,author,answer,date,answer_relevance,Relevant,25,,
31311,"Do my right hon. Friend and her newly enlarged Cabinet plan to introduce legislation to abolish oaths of allegiance being sworn to the Crown and to replace them with democratic oaths? Does she not regard such a proposal as disloyal, if not treacherous? Is she surprised that a Bill has been introduced by a group of Members of the Labour party who expect that their candidate will win the next Labour leadership election on that basis?",Mr. Nicholas Baker,I think that my hon. Friend has made his own point very effectively indeed.,26/07/1988,-0.0057,,,,
31458,To ask the Prime Minister if she will list her official engagements for Tuesday 29 November.,Mr. Kirkhope,I refer my hon. Friend to the reply that I gave some moments ago.,29/11/1988,0.0109,,,,
31605,Is my right hon. Friend aware that tomorrow the city of Birmingham celebrates its 100th anniversary of being created a city and that celebrations will take place that will reflect the city's noble past and look forward to opportunities for the future? Has my right hon. Friend a message for the people of the city of Birmingham as they celebrate on that centenary?,Mr. Roger King,"I congratulate Birmingham. The city has played a tremendous part in our industrial and political history. I wish it well, and I hope and believe that it is well on the way to regaining its former industrial and commercial pre-eminence in our country.",12/01/1989,0.1219,,,,
31752,"Will my right hon. Friend consider the monopoly that currently operates with the BBC and ITV in terms of the prior publication of programmes, particularly since we now have Sky TV's competing channels?",Mr. Hayward,"Yes, but the whole of broadcasting is, in fact, changing because of the speed of new technology and, of course, because of the alternative channels. I think that we shall soon have the debate on the White Paper, when we shall be able to consider these matters and how to deal with them in legislation.",07/02/1989,0.1404,,,,
31899,I only hope that my errors will have the same effect of increasing finance as did the Prime Minister's errors.,Mr. Kinnock,"I wish that the right hon. Gentleman would listen to my replies. I made it quite clear that it is Goverment policy that the users of the new line, rather than the generality of taxpayers, should pay the full costs, including environmental costs. The alternative methods, whether they be aircraft or ferries, are not subsidised.",09/03/1989,0.0291,,,,
32046,"Is the Prime Minister aware that the first compensation payments will shortly be paid from the Hillsborough disaster fund? Is she also aware that the poorest families may— Is the Prime Minister aware that the first payments will shortly be paid from the Hillsborough disaster fund? Is she also aware that the poorest families may, as a result of gaining help from that fund, lose their entitlement to social security payments? As I cannot believe that the nation contributed generously to that fund so that the Treasury would be the net beneficiary, and because I do not believe that the Treasury would wish to be the net beneficiary, will the right hon. Lady undertake to review the disregard rules so that the poorest families can gain help from that fund and keep their social security payments? Is the Prime Minister aware that the first payments will shortly be paid from the Hillsborough disaster fund? Is she also aware that the poorest families may, as a result of gaining help from that fund, lose their entitlement to social security payments? As I cannot believe that the nation contributed generously to that fund so that the Treasury would be the net beneficiary, and because I do not believe that the Treasury would wish to be the net beneficiary, will the right hon. Lady undertake to review the disregard rules so that the poorest families can gain help from that fund and keep their social security payments?",Mr. Frank Field,"First, I am not sure what the status of the Hillsborough disaster fund will be. As the hon. Gentleman will be aware, other funds have chosen to have charitable status, but I am not sure what decision has been made about the Hillsborough fund and that will affect the way in which the payments are made. Secondly, as the hon. Gentleman knows, other disaster funds have had charitable status and they must have worked out a reasonable way forward on this matter. I do not think that we can change the rules and regulations, but I shall look to see how similar funds have worked.",25/04/1989,0.2876,,,,
32193,To ask the Prime Minister if she will list her official engagements for Thursday 18 May.,Miss Emma Nicholson,I refer my hon. Friend to the reply that I gave some moments ago.,18/05/1989,-0.0087,,,,
32340,"Now that in European terms both Scotland and Wales are Tory-free zones, and mindful of the voters' verdict in the Vale of Glamorgan, Vauxhall, and Glasgow, Central, does the Prime Minister accept that her nostrums for the country are now as potent and as palatable as a tub of hazelnut yoghurt?",Mr. McFall,"I am naturally concerned that we have no representation in Scotland, but had Scotland had a Labour Government in the United Kingdom, it would not enjoy a fraction of the prosperity that it now enjoys.",20/06/1989,0.2489,,,,
32487,"Has my right hon. Friend had time in her busy day to note the return to work of Tilbury's grain and container divisions and, yesterday, of 12,500 National Union of Railwaymen staff? Does my right hon. Friend agree that that is an immense ratification of our policy of non-intervention in industrial matters? Will she look most closely at the release of British Rail from public ownership?",Miss Nicholson,"I agree with my hon. Friend and welcome the return of so many railwaymen and dockers to work. They realise, clearly, that serving the customer is the best way of serving their industries and their self-interest. I also agree with my hon. Friend that if there are disputes they are a matter for negotiation between management and workers in the industry and not for visits and meetings at No. 10. It is for management to solve them within the framework of rules and regulations that they have been given. I agree with my hon. Friend that privatisation in general is far better than nationalisation. As she knows, I did not want the two mixed up in this dispute. We shall, of course, look at privatisation in the future.",27/07/1989,0.2632,,,,
32634,Does the Prime Minister think that that excuses in any way selling off a company for £60 million less than it was worth?,Mr. Kinnock,"If it was such a good bargain, why did not the TUC and the unions try to buy it first?",28/11/1989,-0.0066,,,,
32781,"But when it is the Government's deliberate policy to keep mortgage rates and interest rates very high, to increase electricity prices and fares arid shortly to impose both the business rate and the poll tax, is not the director general of the Confederation of British Industry absolutely right to say that inflation is the Government's fault?",Mr. Kinnock,"No. Inflation happens when we have too much money in the system, which means that we are taking more out in money than we are putting in in output. That has to be corrected by two means. The first is by interest rates and the second is by keeping a tight fiscal policy. We are doing both.",11/01/1990,0.2535,,,,
32928,To ask the Prime Minister if she will list her official engagements for Thursday 22 February.,Mr. Fishburn,I refer my hon. Friend to the reply that I gave some moments ago.,22/02/1990,-0.0022,,,,
33075,"Will my right hon. Friend confirm the comment made last week by the director-general of the Confederation of British Industry, who said that not only is manufacturing output in this country at an all-time record level but exports are rising twice as quickly as world trade generally? Our share of world trade is also rising, and we now export more per person even than Japan. Does my right hon. Friend agree with the vast majority of British business men that the one way to put that trend disastrously into reverse would be to adopt the high-taxation, low-incentive and high-spending policies of the Labour party?",Mr. Coombs,"Yes, I entirely agree with my hon. Friend. I am happy to confirm that last year  manufacturing output reached an all-time record, as did manufacturing investment. This morning's trade figures show that since December our exports rose by 11 per cent. over last year's figure. Our imports are stable, which provides further clear evidence that the deficit is narrowing and that our policies are working. I note that under the last Labour Government manufacturing production actually fell.",22/03/1990,0.3935,,,,
33222,Has the Prime Minister read the reports in today's newspapers about the Dudley man who was sent a bill for £1·91 poll tax for the last two days of his wife's life? Does she not see that that adds shame to the verdict of inefficiency and injustice that is being passed on the poll tax at the ballot box today? How powerful must the vote of protest against the poll tax be before the right hon. Lady will listen?,Mr. Ashdown,"I am grateful to the right hon. Gentleman for referring to that action by Dudley Labour council, which was not under an obligation to collect that sum from the deceased person's estate.  The relevant regulations provide only that sums owing may be recovered in the administration of the person's estate and from his executor or administrator. The Department of the Environment has been advising authorities that if a person dies shortly after 1 April they should consider writing off any outstanding amount. Furthermore, there is no doubt that in this case the cost of billing Mrs. Wood's estate exceeded the amount of the charge.",03/05/1990,-0.0023,,,,
33369,"Will my right hon. Friend confirm that CFCs are a greenhouse gas far more damaging in equivalent weight than carbon dioxide, and that the steps that the Government have taken in beating the Montreal protocol target deserve praise even from the Opposition?",Mr. Squire,"Yes. We have indeed done that, beating the Montreal protocol, and we hope to set new targets at the conference to be held next week. My hon. Friend is quite right that CFCs are a very damaging greenhouse gas, as is methane. Some people wish to take as their target not only the carbon dioxide emissions, but the CO2 equivalent which takes into account CFCs and methane gas.",19/06/1990,0.0575,,,,
33516,To ask the Prime Minister if she will list her official engagements for Thursday 18 October.,Mr. Butterfill,"This morning I presided at a meeting of the Cabinet and had meetings with ministerial colleagues and others. In addition to my duties in the House, I shall be having further meetings later today.",18/10/1990,-0.0011,,,,
33663,"With regard to the Prime Minister's desire for a classless society and social mobility, will he explain why there are no women in his Cabinet, or is the only woman in his Cabinet the back-seat driver?",Mr. Robert Hughes,"In recent years, in all aspects of life in this country, women have been taking a higher profile: in the law, in commerce, in the civil service, in industry and in politics——and that will continue. As those women would wish it to be, they will reach the top on merit— Oh yes, and if the hon. Gentleman is patient, he will find women aplenty in top positions in my Government. Indeed, if he had waited awhile, perhaps even to the end of today, he would not have asked that question.",29/11/1990,0.1793,,,,
33810,"We all heard the news of last night's action with deep regret that this war had to be fought. Does the Prime Minister realise that in this House, and I believe in the nation, there is no mood of jingoism for war but a deep determination to see through a job that must be done, to support our forces and to back the United Nations?",Mr. Ashdown,"I agree with the right hon. Gentleman. We entered this enterprise with reluctance, but we shall pursue it with persistence until the end.",17/01/1991,-0.0021,,,,
33957,"To ask the Prime Minister if he will list his official engagements for Thursday 7.,February.",Mr. Ashby,"This morning I presided at a meeting of the Cabinet and had meetings with ministerial colleagues and others. In addition to my duties in the House, I shall be having further meetings later today, including one with the president of the International Red Cross.",07/02/1991,-0.0015,,,,
34104,"My right hon. Friend will be aware of the profound joy and relief among families of service men in the north of England at the news of the ceasefire today and, in particular, at the extremely low level of casualties. Will he confirm that the troops will be brought back from the middle east as soon as possible and be replaced by a United Nations peacekeeping force?",Mr. Devlin,We shall certainly be bringing our own troops home shortly. Precisely what will happen thereafter is a matter yet to be determined. No doubt I shall have more to say about that shortly.,28/02/1991,0.0237,,,,
34251,To ask the Prime Minister if he will list his official engagements for Tuesday 26 March.,Mr. McFall,I refer the hon. Gentleman to the reply that I gave some moments ago.,26/03/1991,0.009,,,,
34398,"Does my right hon. Friend recollect his past criticism of the unsatisfactory nature of the laws on Sunday trading? In the light of recent events, does he agree that it might now be appropriate to bring our laws in England and Wales into line with those of Scotland, where  the commitment to the Sabbath and keeping Sunday special goes hand in hand with sensible Sunday trading laws?",Mr. Alexander,"As my hon. Friend will know, a number of cases are being considered by the courts. Some may go to appeal. However, my right hon. Friend the Minister of State, Home Office is consulting interested parties to see whether a consensus can be found on Sunday trading law that would be acceptable both to them and to the House, which has repeatedly expressed a view on the matter. I believe that that is the right way ahead on a matter of conscience such as this. Experience in Scotland suggests that a suitable consensus is possible. I hope that we can find one south of the border.",07/05/1991,0.1043,,,,
34545,"Does my right hon. Friend agree that negotiating vigorously and directly with our European partners is the best way to arrive at a common approach to those political and economic issues that are in the best interests of Britain? Does he further agree that such an approach should be based on what is practical, realistic and evolutionary rather than engaging in rhetoric or working on a blueprint for federalism?",Sir Giles Shaw,I entirely agree with my hon. Friend. A European super-state would not be acceptable to me or to the House—and in my judgment it would not be acceptable to the country.,18/06/1991,0.2664,,,,
34692,"Leaving aside for a moment the question of how the Bank of Credit and Commerce International got into its present position, will the Prime Minister assure the House that he personally understands the scale of the tragedy that is befalling BCCI investors? Is he aware that in some communities in Britain, up to 30 per cent. of traders are account holders in BCCI? Will he look at the  rules governing compensation, which many regard as incapable of meeting the needs of those innocent people whose livelihoods are being destroyed?",Mr. Ashdown,"I do, of course, understand the depth of tragedy that the apparent collapse of BCCI may mean. As yet, we are not sure what the outcome of the Serious Fraud Office investigation, the Bank of England investigation or other matters will be. The deposit protection fund was explicitly set up to protect small depositors, particularly those people with whom the right hon. Gentleman is most concerned, and it will apply in these circumstances.",09/07/1991,0.148,,,,
34839,"I rise to ask your guidance, Mr. Speaker, on a point— In that case, Mr. Speaker, my question touches on a point that I will raise with you in a moment.",Mr. Benn,"Many views can be held on the subject of referendums. I have expressed my own, and I do not intend to change it.",21/11/1991,-0.0049,,,,
34986,"Slightly closer to home, is the right hon. Gentleman aware that the British chambers of commerce today report that this is the seventh consecutive quarter in which the United Kingdom economy has suffered from recession, with levels of economic activity continuing to decline? Is not it clear that the recession caused by the Prime Minister's policies is continuing because of the Prime Minister's paralysis?",Mr. Kinnock,"The British chambers of commerce are clearly wrong about the seventh consecutive quarter. That would imply that the recession started in the second quarter of 1990, which it clearly did not, because output rose between the first and second quarters of 1990.",23/01/1992,0.1547,,,,
35133,"Does my right hon. Friend agree that many of those who live on their income from savings are either widows or those who retired early, very often to look after an elderly dependant? Does he further agree that it would be a grave injustice indeed to put swingeing extra taxes on the savings of these people as a result of the profligacy of socialism?",Mr. Brazier,"I believe that such people would find it inexplicable if that were to happen. We have sought to encourage savings by abolishing the investment income surcharge and by introducing tax-exempt special savings accounts. It is the Labour party which wants to increase  tax by extending national insurance. Its plans would hit more than 1 million people, three quarters of whom pay tax at the basic rate. So much for the Opposition's promise that no one earning under £20,000 a year would be hit. That promise is worthless and that pledge by the Opposition illustrates why the promise is worthless.",20/02/1992,0.2757,,,,
35280,To ask the Prime Minister if he will list his official engagements for Thursday 14 May.,Mr. Janner,I refer the hon. and learned Gentleman to the reply that I gave some moments ago.,14/05/1992,-0.0102,,,,
35427,"May I invite the Prime Minister to make time in his busy schedule to visit my constituency to see for himself why Larne is the second busiest ferry port in the United Kingdom and to hear from the people there why he should use his influence to persuade the European Commission that Larne, Belfast, Stranraer and Dumfries be recognised as Euro-routes to and from Northern Ireland?",Mr. Beggs,"I should be happy to take up that invitation from the hon. Gentleman. Northern Ireland is well served by its ports and I am confident that they will continue to provide the routes for most of the Province's business and tourist traffic to Great Britain and onwards  to Europe. They have performed magnificently in the past and I believe that they will continue to do so, and to grow, in the future.",25/06/1992,0.1448,,,,
35574,To ask the Prime Minister if he will list his official engagements for Thursday 3 December.,Mr. Mullin,I refer the hon. Member to the answer I gave some moments ago.,03/12/1992,-0.0059,,,,
35721,"I thank my right hon. Friend for his response, which will be most welcome to businesses in my constituency and in all other parts of the country. Can my right hon. Friend confirm that our right hon. Friend the President of the Board of Trade and his junior Ministers have absolute freedom to seek out and destroy unnecessary bureaucracy and regulation, in whichever Government Department or whichever institution it may reside?",Mr. Jenkin,"My hon. Friend is entirely right. That is precisely the task that I have given to my right hon. Friend the President of the Board of Trade. There is a problem with excessive regulation in Brussels, but there is also a problem in Whitehall. We need to deal with both.",04/02/1993,0.2311,,,,
35868,To ask the Prime Minister if he will list his official engagements for Tuesday 9 March.,Mr. Welsh,I refer the hon. Member to the answer I gave some moments ago.,09/03/1993,0.0059,,,,
36015,"This is the first time since Nuremberg and Tokyo that an international war crimes tribunal has been set up. Unlike Nuremberg and Tokyo, however, is it not likely that the implementation of United Nations resolution 808 will turn out to be an exercise in futility? Has not the United States State Department already labelled those murderous leaders, Milosevic and Karadzic, as potential war criminals? Are they to be granted immunity from war crimes proceedings? Who will apprehend the criminals? Will British soldiers be involved? Will British police officers and lawyers be involved? It is surely a charade.",Dr. Godman,"I do not believe that it will be an exercise in futility. There are complex matters of international law to be determined, which are still under discussion within the United Nations, but it is intended, where possible, to ensure that people who commit war crimes face a tribunal and are punished satisfactorily and suitably.",01/04/1993,0.376,,,,
36162,Madam Speaker— The Prime Minister seems to be having some difficulty with a simple question—,Mr. Smith,Why does not the right hon. and learned Gentleman just admit that he has got a bloody nose? It is a good deal more dignified.,11/05/1993,0.0138,,,,
36309,"May I ask my right hon. Friend— As my right hon. Friend has personal knowledge of Nigeria, may I ask him to say what reaction Her Majesty's Government have to the declaration by the military regime in Nigeria that they will overturn the results of the general election for the president, particularly in view of the fact that all the international observers and internal monitors felt that the election was free and fair? As my right hon. Friend has personal knowledge of Nigeria, may I ask him to say what reaction Her Majesty's Government have to the declaration by the military regime in Nigeria that they will overturn the results of the general election for the president, particularly in view of the fact that all the international observers and internal monitors felt that the election was free and fair?",Mr. Ian Bruce,"I believe that this is an important matter. I wrote to President Babangida last week to support the transition to civilian rule. I deplore the military Government's subsequent decision to ignore the results of elections which British and other observers considered free and fair. We are, as a result, reviewing our relations with Nigeria, including new aid, and we have taken a number of immediate steps.",24/06/1993,0.1575,,,,
36456,To ask the Prime Minister if he will list his official engagements for Tuesday 19 October.,Mr. Spellar,I refer the hon. Member to the answer I gave some moments ago.,19/10/1993,0.0043,,,,
36603,To ask the Prime Minister if he will list his official engagements for Tuesday 7 December.,Mr. Eastham,I refer the hon. Member to the answer that I gave some moments ago.,07/12/1993,0.0065,,,,
36750,"Does the Prime Minister agree with Lord Justice Scott, who said today that public interest immunity certificates in the Matrix Churchill affair were used by Ministers to withhold information that was trivial and which there was no sensible public justification in withholding?",Mr. Ashdown,"I have not seen those remarks by Lord Justice Scott, nor have I seen the context in which they were made, nor whether it was a statement or a point put to a witness for response. On this and any other point related to the Scott inquiry, I will say that I set up that inquiry so that Lord Justice Scott could report. I am content to leave it to him to report and I do not intend to comment on those matters until such time as I have that report.",22/02/1994,0.1444,,,,
36897,To ask the Prime Minister if he will make a statement on the policies of Her Majesty's Government which have been assessed as the most popular in London.,Mr. Simon Hughes,The hon. Member will see the best of London local government if he looks at the outstanding services offered by Conservative boroughs throughout London.,12/04/1994,0.2528,,,,
37044,"Has the Prime Minister been told that since his campaign visit to Croydon, the wise people of Croydon threw out the Tory council after more than 100 years and elected a majority Labour council for the first time ever?  We thank him for that visit. Whom does he blame for the Croydon Tory disaster: the local Conservatives or his own Government?",Mr. Wicks,Let me mention that I visited Westminster and Wandsworth as well. I congratulate the new Croydon councillors on their success in the elections and I sympathise with the Croydon electors who will have higher bills to pay and a less efficient administration.,10/05/1994,0.0397,,,,
37191,"But the Prime Minister must know, as I do, that it reveals a record number of complaints. Does he not recognise that the ombudsman, doctors, nurses, patients and Opposition Members are all saying the same thing—that the Government's health service changes are making matters worse? When will the Prime Minister drop them?",Mrs. Beckett,"I think that the whole House will have noted that the right hon. Lady did not say that she had read the report about which she claims to be speaking so authoritatively. Of course we will take the Health Service Commissioner's report seriously: we are anxious to ensure that the health service continues to improve, and, according to the test set out by the hon. Member for Livingston (Mr. Cook), it is. He said that the test of the reforms was whether more patients were treated. They are—1 million more every year.",07/07/1994,0.2298,,,,
37338,"During his busy day, will my right hon. Friend consider the pay increase of about 200 per cent. for a person who is about to join the Commission gravy train? When that appointment was made, was it because the former Leader of the Opposition was the only candidate that the Opposition could put forward, or was there a shortage of candidates for the post, making such a pay increase necessary?",Mr. McLoughlin,"The right hon. Gentleman to whom my hon. Friend refers is to be a Commissioner, and as such he will represent the United Kingdom. I think that he will do that fairly and honestly in the future, and I do not therefore have any criticism of his appointment.",22/11/1994,0.0126,,,,
37485,"I shall tell the right hon. Gentleman what we believe in: public services run for the public and in the public interest. We can see whom the Tories represent. While they represent these excesses, the Labour party will speak up for the vast majority of ordinary people. People struggling to pay their bills and worried about their living standards are fed up with the same small group of people playing the boardroom equivalent of the national lottery and awarding themselves huge pay increases, hitting the jackpot week after week at the expense of the public.",Mr. Blair,"Well, now we see it: the right hon. Gentleman is becoming a slave to grievance politics. I shall tell him who is concerned about public services—the people who put the services that did not serve the public well in private hands. The result is that prices are falling, investment is rising and consumers are getting better service now, in the private sector, than before. The Labour party's campaign shows just how unreconstructed and envious the Opposition still are. The right hon.  Gentleman makes no reference to the improvements in services. All he is doing is milking prejudice and exposing the fact that the Labour party has not changed.",24/01/1995,0.4601,,,,
37632,"Does the Prime Minister agree with the director of the Gas Consumers Council that, although the City may view the £1 billion profit of British Gas as reasonable, consumers will take a different view?",Mr. Blair,"I think that consumers wish to see the lowest possible gas price. Consumers will also be pleased with the fact that the gas price has fallen by something over 20 per cent. since privatisation. They will welcome the fact that the Gas Consumers Council represents gas consumers' interests and deals with complaints. I much prefer profits to losses, provided that there is a good service for customers, and that the price, which the regulator seeks to determine, is right. Profits yield taxes for meeting our public services. In the past, these same public utilities have drained public resources through subsidy.",23/02/1995,0.1089,,,,
37779,To ask the Prime Minister if he will list his official engagements for Tuesday 28 March. ,Mr. Barnes,"This morning, I had meetings with ministerial colleagues and others. In addition to my duties in the House, I shall be having further meetings later today.",28/03/1995,-0.0006,,,,
37926,To ask the Prime Minister if he will list his official engagements for Tuesday 2 May. ,Dr. Lynne Jones,I refer the hon. Member to the answer I gave some moments ago.,02/05/1995,0.0029,,,,
38073,"If the new directive to abolish internal frontiers is the Commission's response to the action it faces in the European Court for not having dismantled the frontiers under existing treaty law, what credible defence is there for Britain in talk of a veto, or the worthless Luxembourg declaration? If my right hon. Friend means to protect our sovereign borders against unchecked immigration, will he get the treaty amended? If not, he will face the wrath of not just the Euro-sceptics in the House but virtually the entire British electorate.",Mr. Charles Wardle,"The European Commission has produced three proposals. It made it clear that the proposals must be taken together and must be agreed unanimously. Unless those proposals are agreed, there is no matter upon which the European Court can adjudicate. I can tell my hon. Friend that there must be unanimity and that that will not happen. The United Kingdom will veto the proposals.",13/06/1995,0.1156,,,,
38220,"Does the Prime Minister recall the occasion on which a man was found in the Queen's bedroom? Does he also recall— Does the Prime Minister also recall that the then Home Secretary, Lord Whitelaw—who I think we can all agree was a gentleman of the old school—immediately offered his resignation? Was Lord Whitelaw wrong? Should he have said that it was an operational matter, and none of his business?",Mr. Mullin,"If the hon. Gentleman were familiar with the framework document under which Mr. Lewis was working, he would see the clear distinction between policy and operational matters.",19/10/1995,-0.0032,,,,
38367,"Does my right hon. Friend agree that one of the reasons why unemployment is falling is that British firms are now able to compete free from overwhelming union control? Does he further agree that that would all be thrown away under the Opposition's plans for a stakeholder society, which would simply hand power back to the unions?",Mrs. Roe,"That certainly seems to be the view of the trade unions, as Mr. Monks, the general secretary of the TUC, has confirmed. He said:",18/01/1996,0.0326,,,,
38514,"Does my right hon. Friend agree that in an increasingly competitive and turbulent world, this or indeed any Government must take great care in the way in which they balance national interest and the promotion of British exports? Is it not clear that my right hon. Friend the Chief Secretary and my right hon. and learned Friend the Attorney-General are honourable Members and that they should be given some degree of trust and flexibility, as the Labour party would give its Ministers if it were in government? The right hon. Member for Sedgefield (Mr. Blair) should have a care.",Sir Michael Marshall,"I think that there are some substantive points, which tend to get lost amidst these exchanges, and I shall tell the House what the important ones are. We did not export lethal weapons to Iraq, unlike many other countries. No British troops in Kuwait faced British weapons, and our guidelines for the export of defence equipment to Iran and Iraq were at least as strict as, and probably stricter than, those of any other country. That is the reality that the British nation needs to understand, and that the Opposition seek to hide.",20/02/1996,0.1249,,,,
38661,"Does the Prime Minister agree that, to restore confidence in British beef, we should recognise the mistakes of the past and that contaminated meat did pass into the food chain, but that, for the future, we should take all measures that are necessary to make negligible, not just extremely small, any chance— Thank you, Madam Speaker.",Mr. Blair,"The right hon. Gentleman is right about the need to take all the necessary public health measures. The reality is that we have always taken the action that was seen to be necessary and the advice that has been offered. In 1989, we took action that went beyond the advice that we had received. I have had an opportunity to look at the proposals that the Opposition made this morning. They are a mixture of motherhood and action that is already being taken, and they largely miss many of the matters that need to be dealt with.  The plan for a separate food agency would mean that matters such as this would no longer be represented round the Cabinet table but would be represented in an agency. The chief medical officer already has the support that he has asked for to carry out his duties. The reality is that our examination is much more fundamental than this public relations nonsense from the Labour party. It is considering votes; we are considering the industry and the national interest.",28/03/1996,0.1669,,,,
38808,Does my right hon. Friend agree that people who talk tough about fighting crime must understand that we need support measures to act tough? How can any party that opposes our proposals to set up secure training centres for juvenile criminals be taken seriously when talking about curbing juvenile crime?,Sir Michael Neubert,"I very much regret that our proposals for dealing with juvenile criminals did not receive the support of the Opposition, and I am sure that the electorate will have noticed it. I suppose that Labour's recent proposals for curfews will be adopted for a short while by some Labour Members, but will be ditched after a decent interval. I am not sure that those proposals are workable, as I believe the hon. Member for Glasgow, Garscadden (Mr. Dewar) has suggested. I believe that the hon. Member for Barking (Ms Hodge) has made some more scathing comments about the policy.",04/06/1996,0.1901,,,,
38955,"My right hon. Friend will know of the importance of defence manufacturing in the north-west. Does he agree that—as thousands of employees in the industry await the contract for the replacement of maritime reconnaissance aircraft, among others—if we took the road to ruin and cut defence expenditure by £4.5 billion, as suggested by the Labour party, our action would devastate the industry in the north-west and cost thousands of skilled manufacturing jobs? Is this not yet another example of new Labour, new danger?",Mr. Evans,"My hon. Friend makes his case very persuasively. Another £4.5 billion off defence—which is what the shadow Chancellor would like—would indeed have dramatic effects on the capacity of the armed forces to undertake their role. As for contracts, as I am sure my hon. Friend is aware, a decision will be announced as soon as we have completed our assessment of the bids for the replacement of various pieces of equipment that are now due for replacement. I hope that we shall be able to make announcements before too long, but a wide range of factors remain to be considered.",09/07/1996,0.2139,,,,
39102,To ask the Prime Minister if he will list his official engagements for Thursday 14 November. ,Mr. Campbell-Savours,I refer the hon. Member to the answer I gave some moments ago.,14/11/1996,-0.0037,,,,
39249,"Does my right hon. Friend recall reports from the Organisation for Economic Co-operation and Development some years ago, when inflation was 27 per cent., there was disaster everywhere and the International Monetary Fund had to be called in? Will he contrast those reports with the latest OECD report, which says that this country is set for record economic expansion and more growth than for 30 years, which will benefit the health service and everyone else? Would not all that be put at risk by uncosted Labour promises if the Labour party was ever elected to office—which it will not be?",Mr. Greenway,"A few weeks ago, the shadow Chancellor dismissed the economic improvements in this country as propaganda. The OECD report published today shows how inaccurate he is. It says that prospects for achieving sustained output, growth and low inflation are the best for 30 years. The OECD now expects the UK's growth rate next year—and the year after next—to be the highest in the group of industrial nations, easily outstripping Japan, Germany, France and the United States. It also forecasts falling unemployment on the back of that. There is no doubt that it is a glowing report. It is the best OECD report that this country has received for very many years, and it shows the best economic prospects that we have had for very many years.",17/12/1996,0.4183,,,,
39396,"Does the Prime Minister agree that we owe a debt to those people who fought in the second world war and who, in their working lives, created the wealth of this nation, and that they should be treated with the greatest respect? Is he aware that in my constituency two elderly people's homes are to be closed? The age of the people in those homes ranges from 70 plus to the 90s. Does that reflect a civilised society, and will the Prime Minister speak to the Minister responsible to ensure that some action is taken to avoid breaking up what is now a family of people in their dotage?",Mr. Loyden,"Of course I agree with the general proposition with which the hon. Gentleman started his question. I do not know the details of the case that he raises, but I will certainly ask my right hon. Friend the Secretary of State for Health to examine it. When he has done so, I will write to the hon. Gentleman.",18/02/1997,0.0625,,,,
39543,To ask the Prime Minister what plans he has to pay an official visit to a London NHS hospital to discuss the operation of casualty units. ,Mr. Corbyn,We have made an extensive investment in recent years in London's accident and emergency services as part of a £400 million capital investment to provide the highest-quality and up-to-date facilities. I hope to have the opportunity to see some of them before too long.,18/03/1997,0.0234,,,,
39690,"In the light of the outcome of the Aitken affair, can the Prime Minister confirm that he is examining the role of the Cabinet Secretary—and, indeed,  the implications for the reputation of the civil service for impartiality—given the invidious role in which the Cabinet Secretary was put, apparently as a result of Government activity? ",Mr. Tyler,"I cannot confirm that. What I can tell the hon. Gentleman is that any allegation will be properly investigated. Many of these matters, however, are currently in the hands of the various authorities that should investigate them, and it would not be right for me to comment on them, certainly at this stage.",02/07/1997,0.0961,,,,
39837,"It is my job to decide on the questions and the right hon. Gentleman's job to provide answers. He is the Prime Minister and he is meant to give the answers. If he does not think that these subjects are important to millions of families, he has another think coming.",Mr. Hague,"We are witnessing a Leader of the Opposition who is so scared that he does not even dare ask the question about monetary union which he said this lunchtime he was going to ask— There are some good candidates for that advice on the Conservative Benches, certainly. There are some good candidates for that advice on the Conservative Benches, certainly.",29/10/1997,-0.0005,,,,
39984,"As well as ignoring the hypocritical cant from the Opposition, will my right hon. Friend intervene at this late stage in the discussions on lone-parent benefits, and in the spirit of his concept of the giving age, to refer the issue to the newly formed social exclusion unit to address the genuine and deep-seated concerns of many Labour Members, in order to avoid the tragedy of the new Government being the first Labour Government to cut benefit for the poorest children in our community?",Mr. McDonnell,"I simply say that we have to make a choice of priority. The money that we have put into child care and specific help for lone parents—the £200 million programme announced by my right hon. Friend the Chancellor—is, we believe, the best way to help lone parents. Many of them want the chance to get off welfare and into work. The Government are putting several hundred million pounds into the system to help them do that. We inherited a difficult situation, but we believe that we have made the right choice of priority, however difficult it is.",03/12/1997,0.0601,,,,
40131,What meetings he has held with representatives of housing groups in London; and if he will make a statement.,Mr. Corbyn,"I have not held meetings since the election specifically with representatives of housing groups in London. We are engaged in a programme that will help much of housing in London, particularly by the release of capital receipts.",11/02/1998,0.5374,,,,
40278,"As the Prime Minister knows, we broadly support the new direction set in the Budget.  I suppose we would have to, as more of its provisions were drawn from our manifesto than from the Prime Minister's. However, as the Prime Minister also knows, we regret what we regard as the Government's timidity on the environment, and we believe that the provisions in the Budget are inadequate to deliver the right hon. Gentleman's personal promises on health and education. I ask the Prime Minister a very specific question: are rising hospital waiting lists now at an end?",Mr. Ashdown,"As the Secretary of State for Health will say, we will lower national health service waiting lists—by spending more money than either the Conservatives or the Liberal Democrats were intending to spend. I should point out to the right hon. Gentleman—because, as he knows, 1 always like to be very welcoming to Liberal Democrats—that, while he is saying that we have not done enough to meet our environmental targets, other Liberal Democrat spokesmen are criticising us for raising petrol prices.",18/03/1998,0.2361,,,,
